id,label,lower_letter_count,upper_letter_count,digital_count,symbol_count
288329,1,0,0,0,0
6426,1,0,0,0,0
41600,1,1,2,19,2
182419,0,0,3,10,0
146284,0,0,0,0,0
214947,0,0,1,11,1
46449,0,0,3,9,0
293342,0,0,0,0,0
252411,0,0,0,0,0
42751,0,0,2,9,0
29355,0,0,0,0,3
198130,0,0,0,13,0
41561,0,0,1,10,0
114003,0,0,0,0,0
276591,0,0,1,10,0
221125,1,1,1,8,0
95317,1,0,0,0,0
47444,0,0,2,8,0
81154,0,3,0,7,0
6511,0,0,0,0,0
84266,0,0,3,8,0
281090,0,0,0,0,0
271507,1,0,0,0,0
200577,1,0,0,0,0
120906,0,0,0,0,0
36275,0,0,0,10,0
241270,1,10,0,4,0
267644,1,1,1,3,0
171789,0,0,2,9,0
204050,1,0,0,0,0
111679,0,1,2,9,0
140093,0,0,0,0,0
196866,0,0,0,0,0
211973,0,0,2,14,5
306554,0,0,2,8,2
22361,0,0,0,0,0
64290,1,0,2,9,0
150792,1,0,0,0,0
33500,1,0,0,6,0
210128,0,0,0,0,0
124114,0,0,0,0,0
276017,0,0,0,0,0
291797,1,1,4,2,0
236667,0,0,0,0,0
216138,0,0,0,0,0
58,0,1,4,7,0
102504,0,0,0,0,0
272377,0,0,0,0,0
148193,1,0,0,0,0
282234,1,0,0,0,0
61915,0,0,6,19,0
48459,1,0,0,0,0
264892,0,0,0,0,0
32112,0,0,1,7,0
161622,0,0,0,0,0
234287,0,0,3,8,0
70027,0,0,0,0,0
209459,0,0,1,10,0
159225,0,0,2,9,0
138213,0,0,0,11,0
72297,0,0,0,0,0
100605,0,0,0,0,0
103898,0,0,0,0,0
97487,0,0,0,0,0
182533,1,0,0,0,0
250893,0,12,1,4,0
144473,0,0,1,10,0
144692,0,0,1,10,0
54775,0,0,0,0,0
296323,0,2,1,10,0
209858,0,0,1,10,0
36116,0,0,0,10,0
94604,0,0,1,10,0
142989,1,0,0,0,0
86456,1,0,0,0,0
183840,0,0,0,0,0
177077,0,0,0,11,0
174270,0,0,1,9,0
85887,0,0,0,11,0
81442,0,0,0,11,0
193709,0,1,0,11,0
88746,0,0,0,0,0
172765,0,2,5,17,2
104492,1,0,0,0,0
230427,0,0,0,0,0
155024,0,0,7,25,0
130766,0,0,0,0,0
88374,0,0,0,0,0
301961,0,0,0,8,0
155986,0,4,3,6,0
260833,0,0,2,9,3
176312,0,0,0,0,0
300953,0,0,0,11,0
97308,0,0,3,8,0
261433,0,0,0,0,0
68706,0,0,0,0,0
72259,0,0,0,0,0
56811,0,0,1,10,0
154758,0,0,0,0,0
147523,0,0,2,9,0
159662,1,0,0,0,0
33739,0,5,0,4,0
130290,0,0,0,0,0
64015,0,1,1,9,0
31937,1,2,0,0,0
37776,0,9,6,10,0
219565,0,0,1,10,0
94598,1,0,0,0,0
34630,0,0,0,0,0
213079,0,0,0,0,0
291013,0,0,0,0,0
217241,1,0,0,0,0
107140,0,0,0,0,0
38716,0,0,3,11,0
9190,0,0,2,9,0
159503,1,6,0,3,0
147458,0,0,0,0,0
247607,1,0,0,0,0
248809,0,0,0,10,3
53477,0,0,3,9,0
288250,0,0,0,0,0
38070,0,0,6,7,0
143038,0,4,6,10,0
8881,0,0,0,0,0
235649,0,0,1,10,0
262873,1,0,0,0,0
104284,1,0,0,0,0
154801,0,0,0,0,0
77185,1,0,0,0,0
288316,0,0,1,10,0
3664,0,2,0,9,1
19084,0,0,0,0,0
278856,0,0,2,8,0
104087,0,0,2,10,1
80980,0,0,3,8,0
204287,0,0,0,0,0
248116,0,0,0,0,0
168982,1,0,0,0,0
43752,0,0,1,9,0
26379,0,0,0,0,0
31835,1,0,0,0,0
101924,1,0,0,0,0
111471,0,0,0,0,0
234217,0,0,1,17,0
162985,0,0,0,0,0
145378,1,0,0,0,0
73029,0,0,1,10,0
57835,0,10,0,8,0
149356,0,1,3,9,0
206482,0,0,0,0,0
229636,0,0,1,10,0
111595,1,0,0,0,0
195485,1,6,0,0,0
211774,0,0,1,6,0
29536,0,0,1,10,0
126017,0,0,1,10,0
145831,0,0,0,0,0
261747,0,0,0,0,0
173207,0,0,0,0,0
254110,0,3,4,7,0
195708,0,0,0,6,0
276077,0,0,0,0,0
296475,0,0,0,0,0
192655,0,0,2,10,1
227929,0,0,0,0,0
159607,0,0,4,9,1
62574,1,0,0,0,0
276785,0,20,4,20,0
127140,0,0,0,0,0
295907,0,0,0,0,0
5899,0,0,0,0,0
142993,0,4,4,3,0
304780,1,0,0,0,0
32470,0,0,3,8,0
56269,0,0,0,0,0
131420,0,0,0,0,0
149307,0,0,0,0,0
243450,1,0,0,0,0
217634,0,0,0,0,0
206088,0,0,0,0,0
305301,1,0,1,1,0
250014,0,0,0,0,0
53547,0,0,0,0,0
131088,0,0,1,10,0
219311,0,0,0,0,0
233588,0,0,0,11,0
172251,0,2,5,36,0
161635,0,0,0,0,0
42166,0,0,2,9,0
59904,1,0,0,0,0
166090,0,0,0,0,0
217790,0,2,0,11,0
78503,0,0,2,9,0
246423,0,2,0,11,0
137892,0,0,0,0,0
268713,0,0,1,10,0
42237,0,0,1,10,0
160538,0,3,3,20,0
25077,0,0,0,0,0
193770,1,0,0,0,0
285220,1,1,0,0,0
74881,1,0,1,8,1
112171,0,0,0,0,0
225391,0,0,0,0,0
160007,0,0,0,11,0
148883,1,0,0,0,0
248209,0,0,2,22,0
5269,1,0,0,0,0
207534,0,0,0,0,0
78864,0,0,0,0,0
193733,0,0,6,8,0
215563,0,0,1,10,1
144760,0,0,1,6,0
112265,0,0,2,9,0
185282,0,2,0,10,0
183154,0,0,1,8,1
203690,0,2,3,15,0
305827,0,0,0,0,0
40434,0,0,1,10,0
209367,1,0,0,11,0
47749,0,0,1,10,0
274053,0,0,0,0,0
45391,0,3,0,9,0
32089,1,0,0,0,0
210651,0,1,2,7,0
283354,0,0,0,0,0
22052,1,0,4,7,0
153216,0,0,4,10,0
201716,0,0,0,0,0
14082,0,0,1,8,0
138064,0,0,1,10,0
191836,0,1,3,8,0
43423,1,0,0,0,0
221942,1,0,0,0,0
46489,0,0,1,6,0
177964,1,0,0,2,0
161332,0,0,1,10,0
100960,0,0,1,10,0
194722,0,0,0,0,0
256204,0,0,2,8,0
45702,0,0,0,11,0
192020,1,0,1,8,0
217423,0,0,0,0,0
180827,1,0,0,0,0
8615,0,0,1,21,1
198557,0,0,0,0,0
245474,0,0,2,9,0
160668,0,0,0,0,0
139733,0,0,0,0,0
153118,0,5,3,24,2
18281,0,0,0,0,0
292208,0,0,0,0,0
31039,0,5,0,9,1
131718,1,0,2,8,0
84519,0,0,2,9,0
292844,0,0,1,10,0
186667,0,0,0,0,0
183332,0,0,3,8,0
33026,0,0,0,0,0
226953,0,0,0,0,0
254905,0,0,0,0,0
15399,0,0,1,10,0
24734,0,0,0,0,0
70949,0,0,1,10,0
4797,0,0,0,0,0
299256,0,0,0,0,0
55676,0,0,3,10,0
162677,1,0,0,0,0
246774,0,0,0,0,0
122361,0,0,3,11,0
131296,0,0,0,0,0
158335,0,0,0,0,0
66745,0,0,0,0,0
251915,0,0,1,11,0
144229,0,0,0,0,0
264220,0,0,0,0,0
284361,0,2,2,9,0
217257,0,0,0,11,0
74291,0,0,2,9,1
155,0,0,0,0,0
253287,0,0,0,0,0
106270,0,0,1,10,0
273290,1,0,0,0,0
280516,0,2,1,8,1
155521,0,0,0,2,0
50316,0,0,0,11,0
149148,0,0,2,8,0
23087,0,0,2,8,0
180235,0,0,3,8,0
265495,1,0,1,10,0
179376,1,6,0,0,0
165596,0,0,2,9,0
84796,0,0,0,2,0
160487,0,0,1,9,0
131167,1,0,0,0,0
161690,0,0,0,0,0
283101,0,0,2,11,1
289841,0,0,0,0,0
213728,0,0,3,8,1
200992,0,0,2,12,0
51740,1,0,0,0,0
87634,0,0,0,0,0
32276,0,0,0,2,0
226073,1,0,0,0,0
85792,1,3,1,2,0
293849,0,0,0,0,0
147978,0,0,0,10,0
301359,1,0,0,0,0
270758,0,0,0,0,0
88269,0,0,1,8,0
247647,0,0,0,0,0
118143,0,0,0,0,0
53658,0,0,0,0,0
147373,1,0,0,0,0
189567,1,0,0,0,1
70537,1,0,0,0,0
134607,0,0,1,10,0
168318,0,0,2,10,7
38201,0,0,0,0,0
64754,0,0,0,0,0
234267,0,0,2,9,0
162417,0,0,0,0,0
41272,0,0,0,11,0
40405,0,0,0,0,0
15461,0,1,0,9,0
85912,0,0,3,10,2
81539,0,0,0,0,0
63678,0,0,0,0,0
179629,0,0,0,0,0
273036,0,0,0,0,0
124650,0,0,3,8,1
169697,0,0,0,0,0
93131,0,0,0,0,0
262047,0,0,0,0,0
115135,0,0,1,10,0
40999,1,0,0,11,0
104626,0,0,0,0,0
94448,1,0,0,0,0
89854,0,0,0,0,0
260681,0,0,1,9,0
77537,0,0,2,24,1
14927,0,0,0,0,0
58960,0,0,0,0,0
59550,0,0,0,2,0
151862,0,0,0,0,0
108614,0,0,0,0,0
204887,1,0,0,0,0
41031,0,0,4,7,0
95348,0,0,0,0,0
108327,0,0,0,0,0
96570,0,0,0,0,0
8319,0,0,3,8,0
190040,0,0,2,8,0
275913,0,0,3,8,0
15882,0,0,3,8,0
164421,0,0,3,7,0
26703,0,0,1,10,0
156570,0,2,1,10,0
251874,0,0,0,0,0
245661,0,0,1,3,0
248519,0,0,0,0,0
187213,0,0,0,10,0
93698,0,0,0,12,2
27284,0,1,3,8,0
295393,0,0,0,11,0
176447,1,0,2,7,2
171288,1,0,2,9,0
234249,0,0,0,0,0
89557,1,0,0,0,0
178416,0,0,0,11,0
206893,0,1,0,10,0
294992,0,0,0,0,0
19249,0,0,0,0,0
119579,0,0,0,0,0
196968,1,0,6,6,1
25556,0,0,0,0,0
83520,1,0,0,0,0
186179,0,0,0,0,0
102524,0,0,2,9,1
239230,0,0,0,0,0
107103,0,0,0,0,0
292680,1,0,0,0,0
204108,0,0,0,0,0
61201,1,0,0,0,0
178285,0,0,0,10,0
102691,0,0,3,22,0
171897,0,0,2,9,0
55226,0,0,1,11,0
89719,0,0,0,0,0
11902,0,3,0,2,0
12047,1,0,4,8,0
33423,0,0,0,0,0
147608,0,0,0,0,0
299765,0,0,3,8,0
219283,0,0,0,0,0
269761,1,0,1,10,0
118203,0,0,1,9,0
56511,0,3,1,13,0
140940,0,0,0,0,0
13377,0,3,1,21,0
145475,0,0,1,10,0
201669,0,0,0,0,0
119074,0,0,3,8,0
106863,0,0,0,0,0
153081,0,5,0,9,0
34294,0,0,0,0,0
73063,0,0,0,0,0
252364,0,0,1,10,1
247879,1,3,3,8,0
59616,1,0,0,0,0
59619,0,0,0,0,0
291155,0,0,3,8,0
125009,0,2,4,7,0
159226,1,0,0,0,0
288558,0,0,1,6,0
169595,1,0,0,0,0
262890,0,0,0,0,0
195891,0,0,0,0,0
199830,0,0,0,0,1
30391,0,3,1,10,0
277992,0,0,1,10,1
218622,0,0,0,0,0
51028,0,4,2,9,0
118299,0,0,2,9,1
3645,0,2,1,10,0
283499,1,0,8,2,0
175181,0,0,0,0,0
42016,0,0,1,12,0
200641,0,0,0,0,0
35733,0,0,0,0,0
126813,0,0,1,10,1
23771,0,0,0,0,0
233951,0,4,0,10,0
93918,0,0,1,10,0
212679,0,0,4,7,0
99465,0,0,1,10,0
116155,0,0,0,0,0
231705,1,0,0,0,0
124334,0,0,0,0,0
216272,0,0,0,0,0
161627,0,0,0,0,0
252154,0,0,0,11,3
23022,0,0,0,0,0
128772,0,0,0,0,0
109311,0,0,0,0,0
110288,0,0,0,0,0
76907,0,0,0,13,0
230948,0,0,0,11,0
139595,0,0,0,0,0
154406,1,0,0,0,0
121154,0,0,0,0,0
239897,0,0,0,0,0
57723,0,0,2,10,0
140261,0,0,0,0,0
61262,0,0,0,0,0
96994,1,0,0,3,0
47379,0,0,0,0,0
104047,0,0,0,0,0
274683,0,0,1,10,0
182661,1,0,0,0,0
136093,1,0,0,9,0
163293,0,0,0,0,0
16880,0,0,0,0,0
94398,0,0,0,0,0
114436,1,0,0,0,0
89283,0,0,0,0,0
245552,0,0,0,0,0
89492,0,0,1,10,0
255439,0,0,0,0,0
294183,0,0,1,10,0
207366,1,0,1,10,184
199383,0,0,2,9,0
34076,0,0,0,0,0
277659,1,0,2,10,0
15422,0,0,0,0,0
196182,0,0,0,11,0
210260,0,0,0,0,0
206114,0,0,0,0,0
208724,0,3,10,9,0
151376,0,0,2,11,0
123808,0,0,2,9,0
73074,0,0,0,0,0
275829,0,0,0,0,0
234420,0,0,1,10,0
103047,1,0,1,5,0
130585,0,0,0,0,0
230947,0,0,1,10,0
249989,0,0,1,10,0
186067,0,0,3,9,0
172427,1,3,0,0,1
165391,0,0,1,11,1
50051,0,0,0,11,0
74480,1,0,0,0,0
17471,0,3,2,8,0
176057,0,0,0,0,0
132530,0,3,1,11,0
146145,0,0,0,0,0
114689,0,0,0,11,0
89834,0,0,0,0,0
174448,0,0,2,9,0
267350,1,0,0,0,0
155400,1,0,0,11,0
175979,1,0,0,1,0
30524,0,0,0,0,0
176861,0,0,0,0,0
169425,0,0,0,0,1
76512,0,0,1,10,0
262176,0,0,0,0,0
189148,0,0,0,11,0
14048,0,0,0,0,0
18836,0,0,3,12,0
19088,0,0,2,9,1
222622,0,0,0,0,0
108462,0,0,7,10,0
301657,0,0,0,11,0
268517,0,0,1,10,0
96757,0,0,2,9,0
196050,0,0,2,11,0
274716,0,1,1,12,1
136116,1,0,0,0,0
176343,0,0,1,11,0
82292,0,1,9,9,0
220454,1,0,1,0,0
114504,0,0,4,7,1
215370,0,0,0,0,0
273219,0,0,0,0,0
239065,0,0,1,10,0
111100,0,0,0,0,0
183419,0,0,0,0,0
166035,0,0,0,0,0
210233,0,0,0,11,0
286313,0,4,10,8,1
65626,0,0,0,0,0
45980,0,0,0,0,0
85978,0,0,0,0,0
256071,0,0,1,10,0
30353,0,0,0,0,0
88846,0,0,0,0,0
176723,0,0,1,13,0
60534,0,4,0,2,3
195808,0,0,0,0,0
266679,0,0,1,10,0
224492,0,0,1,10,0
167480,0,0,0,22,1
217179,0,0,0,0,0
47434,0,0,11,18,0
177123,0,0,1,9,0
56517,0,0,0,0,0
161405,0,0,1,10,0
61277,0,0,0,11,0
146761,0,0,0,11,0
67789,1,0,1,10,0
167929,0,0,0,0,0
201481,0,0,0,0,0
47824,1,0,0,0,0
142233,0,0,0,0,0
229238,1,0,0,0,0
223159,0,0,0,0,0
56089,1,0,2,9,0
227341,0,5,0,11,0
7276,0,0,1,10,0
130056,1,0,0,0,0
98649,0,0,0,0,0
146572,0,0,2,9,0
114568,0,0,0,0,0
101603,0,0,0,0,0
112617,1,0,0,7,0
56810,0,0,1,12,4
2319,0,0,1,10,0
283826,0,0,0,0,0
307520,0,1,1,10,1
77624,0,0,1,8,0
152865,0,0,1,11,0
304725,1,0,0,0,0
140620,0,0,2,7,0
13934,1,0,0,0,0
5228,0,0,0,0,0
153402,0,0,0,0,0
307257,0,0,0,0,0
204344,0,0,0,0,0
156971,0,0,3,8,0
79671,0,0,1,10,0
88691,0,0,2,9,0
109639,0,0,0,0,0
228295,1,4,1,2,0
294791,1,0,2,8,0
197927,0,0,0,14,4
266182,1,2,0,0,1
256665,0,1,5,6,0
115439,0,3,0,9,0
45811,0,0,0,0,0
259073,0,0,0,0,0
65382,0,0,0,0,0
301643,0,0,0,0,0
226259,0,0,1,21,2
260249,0,1,1,10,0
237356,0,2,1,8,0
235990,0,0,0,0,0
10761,1,0,1,3,0
417,0,0,0,0,0
274050,1,0,0,3,0
70875,0,0,0,0,0
158449,1,0,0,0,0
217931,0,0,0,0,0
209271,0,3,1,8,1
286924,1,0,2,9,0
250250,1,0,0,4,0
239726,0,0,0,2,0
178914,0,0,0,11,0
199229,0,3,0,8,0
306578,1,0,0,0,0
44680,0,0,1,10,0
71258,0,2,2,9,0
210170,0,0,0,0,0
47517,0,2,2,8,0
258184,0,0,0,0,0
6999,0,0,0,0,0
223580,0,0,1,13,0
283879,0,0,2,9,0
130051,0,3,2,9,0
275038,0,2,1,10,0
220626,0,0,0,0,0
179566,0,0,0,0,0
150660,0,0,0,0,0
263243,0,0,0,0,0
7077,1,0,0,0,0
116521,1,0,0,0,0
399,0,0,4,6,1
70295,0,0,4,32,5
41142,0,0,0,0,0
299653,0,0,0,0,0
129758,1,0,1,1,0
71797,0,0,0,0,0
88887,1,0,0,0,0
157833,1,0,1,8,0
52590,0,0,6,9,0
16859,0,0,1,10,0
131485,0,0,3,8,0
196195,0,0,0,0,0
28281,0,3,1,10,1
82116,0,0,0,17,0
303331,1,0,0,0,0
169927,0,0,0,0,0
49085,0,0,0,0,0
68435,0,0,0,0,0
120485,0,0,1,10,0
98847,1,0,0,0,0
148162,0,0,1,10,0
242698,0,0,0,0,0
23604,0,0,0,11,0
54945,0,0,1,9,0
199911,0,0,3,11,1
68220,0,0,0,0,0
245079,0,0,1,10,0
227519,0,0,0,0,0
115822,1,0,0,0,0
307698,0,4,1,14,0
165183,0,2,2,9,0
27511,0,0,1,10,0
146606,0,0,1,10,0
62442,0,0,0,0,0
249543,0,0,4,7,0
183705,0,0,0,0,0
132352,0,0,2,9,0
166147,0,0,0,0,0
19498,0,0,0,0,0
206640,1,0,0,0,0
117462,0,0,0,0,1
154593,0,0,0,0,0
109380,0,0,3,8,0
134389,0,0,1,10,0
112039,1,0,0,0,0
125144,0,0,0,0,0
120778,0,1,1,10,0
91218,0,0,0,0,0
136402,0,0,0,0,0
90360,0,3,1,11,1
237656,0,0,1,9,0
79445,1,0,4,6,0
211346,0,0,0,0,0
31888,0,0,0,0,0
138138,0,0,0,0,0
61073,0,0,0,0,0
104405,0,0,0,0,0
44763,0,0,0,0,0
133434,0,0,0,0,0
173094,0,0,0,10,0
177878,0,4,0,9,0
301851,0,0,0,0,0
230418,1,0,0,0,0
68702,0,0,0,10,0
199658,1,0,0,0,0
139228,0,0,0,0,0
181273,0,0,0,0,0
224377,0,0,0,0,0
95261,0,0,3,7,0
189421,1,0,4,7,0
117339,0,0,1,6,0
309650,1,0,0,0,0
54347,0,0,0,0,0
40946,0,0,2,8,0
280537,0,0,1,9,0
57778,0,0,1,9,0
177247,0,2,4,9,1
89178,0,0,2,10,1
151272,1,0,0,11,0
281854,0,1,1,19,10
151656,0,0,0,0,0
87426,0,0,4,8,1
44776,0,0,0,0,0
55873,0,0,1,9,0
23588,0,0,0,0,0
8302,0,0,2,9,0
216575,0,0,3,7,0
141290,0,0,2,9,0
62840,1,0,2,9,0
131398,0,0,0,0,0
88435,0,0,0,0,0
195988,1,0,0,0,0
48379,0,0,0,0,0
38791,0,0,0,0,0
59031,0,0,0,0,0
150089,0,0,0,0,0
164076,1,0,0,0,0
92286,0,0,1,11,1
81734,1,0,0,0,0
135085,0,1,0,0,0
196511,0,0,3,7,0
57972,0,0,1,2,0
165763,1,0,0,0,0
128083,0,0,0,0,0
243172,0,0,0,0,0
197894,0,0,0,0,0
53543,0,0,0,0,0
135644,0,0,0,0,0
223643,1,0,1,10,13
37297,0,0,0,0,0
87826,0,0,0,0,0
74801,0,0,0,0,0
105160,0,7,0,8,2
49607,0,0,1,10,0
120282,0,0,0,0,0
194356,0,0,2,9,0
12416,1,0,1,8,1
303193,1,0,0,0,0
165380,0,0,2,9,0
6473,0,0,0,0,0
49759,1,0,0,0,0
51135,0,0,0,0,0
134604,0,0,0,0,0
187707,0,0,1,8,0
170020,0,0,0,0,0
181571,0,0,0,0,0
303027,0,0,0,0,0
110670,0,0,0,0,0
97178,0,0,2,9,0
79493,0,0,0,0,0
40633,0,0,0,0,0
7627,0,8,3,0,0
117789,1,0,0,0,0
307967,0,0,0,0,0
17740,1,0,0,0,0
204333,0,0,0,0,0
155903,0,0,0,10,0
111850,0,0,1,10,0
92700,0,0,0,0,0
24304,0,0,0,0,0
127806,0,0,2,12,0
172118,0,0,0,0,0
301124,0,0,0,2,0
188543,0,0,1,9,0
154093,0,0,1,10,0
136559,0,1,0,10,1
295840,0,0,2,13,2
95607,0,0,2,9,0
102372,0,0,7,11,1
116006,0,0,2,9,0
87739,0,0,0,0,0
216813,0,0,0,11,0
83364,0,0,4,16,0
152037,0,0,2,9,0
162694,0,0,2,9,0
127452,0,0,0,0,0
224514,0,0,0,0,0
50075,0,0,0,2,0
297984,0,0,0,0,0
64820,1,0,0,0,0
114549,0,0,0,11,0
102009,1,0,0,0,0
52744,0,0,1,10,1
191281,0,0,0,0,0
188269,1,1,1,9,0
204396,1,0,0,0,0
74177,1,0,0,2,4
69438,0,8,0,17,0
53310,0,0,0,11,0
1061,0,0,0,0,0
173132,0,0,3,8,0
204003,1,0,0,0,0
120630,0,0,0,0,0
161448,0,0,0,0,0
32189,0,0,0,11,0
74867,0,0,0,0,0
123005,0,0,0,0,1
16858,0,0,0,0,0
266725,0,0,0,0,0
56555,0,0,0,12,0
228986,1,0,0,0,0
294642,0,0,0,11,0
162303,1,0,0,0,0
51690,0,0,0,0,0
196590,1,0,0,0,0
199606,0,0,0,0,0
278118,0,0,0,0,0
87625,0,0,0,0,0
145668,0,0,0,0,0
31741,0,0,0,0,0
262624,0,0,1,13,0
15134,1,3,1,0,0
58743,0,0,0,0,0
39942,0,0,0,11,0
302998,0,1,2,9,0
106895,1,4,0,8,0
117126,0,0,0,0,0
274862,0,1,1,8,0
71101,1,0,0,0,0
301314,0,0,0,0,0
121810,0,0,4,4,0
154048,0,0,0,0,0
156884,0,0,0,11,0
170326,0,0,2,9,1
214215,0,0,0,0,0
309043,0,0,1,9,0
82348,0,0,0,11,0
58898,0,0,1,10,0
231232,0,0,1,8,0
77668,0,0,0,0,0
113917,0,0,0,4,0
199198,0,0,0,0,0
110097,1,0,0,0,0
217805,1,0,0,0,0
23933,0,0,0,0,0
86083,0,0,0,0,0
71106,0,0,1,10,0
127073,0,0,1,10,1
118408,0,0,0,0,0
213865,0,0,0,0,1
268592,0,0,2,9,0
267562,0,5,0,7,1
167383,0,0,0,0,0
185284,0,0,0,0,0
58274,0,0,2,9,0
197677,0,0,0,0,0
41273,0,0,1,1,0
154879,0,5,1,8,0
53933,1,0,0,0,0
287326,0,0,0,0,0
19445,0,0,1,19,0
82950,0,3,1,9,0
250818,0,0,0,0,0
72576,0,0,0,11,0
294751,1,5,0,3,1
16929,0,0,2,8,0
1524,0,0,0,0,0
82520,0,0,0,0,3
300220,0,0,0,0,0
291016,0,0,0,10,0
36576,1,0,0,0,0
235019,0,0,0,0,0
246867,0,0,0,0,0
100318,0,0,0,0,0
145850,0,0,0,0,0
182479,0,0,2,20,0
188771,1,6,0,4,0
58384,0,0,0,11,0
194681,0,0,0,0,0
211017,0,0,0,0,0
166063,0,0,0,0,0
111750,0,0,0,0,0
44704,0,0,4,8,0
57633,0,3,0,10,1
302116,0,0,1,10,0
88317,1,0,0,0,0
51855,0,0,1,10,0
227583,0,0,1,10,1
265400,0,0,0,0,0
110300,0,0,1,10,4
185731,0,0,2,15,3
245170,0,0,1,10,0
5105,0,0,0,0,0
181306,0,0,0,0,0
120265,0,0,6,8,0
197871,0,1,0,0,0
120388,0,0,0,0,0
82410,0,0,0,0,0
242997,0,0,0,0,0
208939,0,0,0,0,0
17442,0,0,0,0,0
27422,1,0,0,0,0
197457,0,0,1,10,0
3966,0,0,1,10,0
239175,1,0,2,9,0
100359,0,0,5,17,0
88512,0,0,0,0,0
175535,1,0,0,0,0
172382,0,0,0,0,0
266435,0,0,0,0,0
274658,0,0,3,6,1
193907,0,0,2,9,1
89890,0,0,1,7,0
19183,1,0,0,0,0
47862,0,0,0,0,0
282680,0,0,4,7,0
38596,0,0,1,11,0
101049,0,0,0,0,0
208613,0,0,2,8,0
1501,0,0,0,11,0
273006,0,0,0,0,0
87685,0,0,0,0,0
78325,0,0,0,11,0
78179,0,0,0,0,0
280844,0,0,0,0,0
66208,0,0,0,0,0
268201,0,0,3,10,1
95678,0,0,1,9,0
263208,0,4,0,1,0
184364,0,0,0,0,0
165968,0,0,0,10,0
103504,1,0,0,0,4
127659,0,0,0,0,0
179256,0,0,0,0,0
2453,0,0,1,10,6
173297,0,0,3,8,0
261553,0,0,0,11,0
129502,0,0,0,8,2
43320,0,0,3,8,0
165614,0,0,3,8,0
286029,0,0,0,11,0
63837,0,0,0,23,0
238101,0,0,1,9,0
63079,0,0,1,10,0
78846,0,0,0,0,0
183316,1,0,0,0,0
114083,0,0,0,0,0
179457,0,0,0,0,0
195399,0,0,1,19,0
161416,0,0,4,7,0
36856,0,0,2,9,0
257984,0,0,3,7,0
160307,0,0,1,10,0
928,0,0,1,9,0
281428,0,0,0,0,0
280117,0,0,1,10,0
252659,0,3,1,8,6
149569,0,0,0,9,0
17585,0,0,0,0,0
284962,0,0,1,10,1
68002,0,2,4,8,0
268537,0,0,0,0,0
291041,0,0,0,0,0
81152,0,0,0,0,0
267615,1,0,0,0,0
205278,0,0,0,0,0
55243,0,0,0,0,0
139046,0,0,0,0,1
13106,0,0,0,0,0
19848,0,0,0,0,0
95225,1,0,0,0,0
98886,1,0,0,0,0
265368,0,6,0,11,0
99546,0,0,0,0,0
103568,0,0,0,0,0
89076,0,0,1,10,0
179561,0,0,0,0,0
211330,0,0,0,11,0
119782,0,0,0,0,0
203638,1,4,1,0,0
141125,0,0,1,10,0
168497,0,0,2,40,4
153038,1,0,0,0,0
19032,0,0,0,0,0
103438,0,0,0,0,0
214003,0,0,0,0,0
76935,0,0,1,8,0
5005,0,61,9,10,1
103716,0,0,0,11,0
32644,1,0,2,8,0
123740,0,0,0,0,0
2073,0,0,1,10,0
255952,0,0,2,11,0
124879,1,3,2,0,0
266755,0,0,1,7,0
30709,0,0,0,0,0
143363,0,0,0,2,0
200363,0,0,0,0,0
197736,0,0,0,0,0
218808,0,0,0,0,0
32409,0,0,3,11,2
87855,1,0,0,0,0
83873,1,0,1,0,4
34599,0,0,1,12,0
203261,0,0,3,8,0
282984,0,0,3,12,3
236078,0,0,0,0,0
78562,0,0,0,0,0
99294,0,0,2,8,0
141848,0,0,1,10,0
137450,0,0,3,9,0
238351,1,0,0,2,0
118566,0,0,0,9,0
144582,0,0,0,0,0
243705,0,0,0,0,0
257769,0,0,0,0,0
171934,0,0,0,0,0
272298,0,2,0,11,1
133700,0,0,1,10,0
198634,0,0,0,0,0
142674,0,0,0,0,0
247783,0,0,0,0,0
50187,1,0,0,0,0
162827,0,0,0,0,0
168422,0,0,3,8,0
104755,0,3,0,9,1
242570,0,9,0,0,0
27602,0,0,1,10,0
157940,0,0,0,0,0
90563,0,0,0,0,0
135132,0,0,0,0,0
122038,0,0,0,11,0
233395,0,0,1,10,1
291516,1,3,1,2,0
181213,0,0,0,4,0
36004,1,0,0,0,0
237543,0,0,0,0,0
50969,0,0,2,11,0
151648,0,0,4,6,0
180393,0,0,0,0,0
228305,0,0,0,0,0
200512,0,0,0,0,0
173230,0,0,0,0,0
144052,0,0,0,0,0
116905,0,0,3,11,0
260559,0,0,0,11,0
62520,0,0,0,0,0
79495,0,0,0,0,0
66817,0,0,0,0,0
97160,0,0,0,11,0
154395,0,0,0,10,0
69053,0,0,0,10,0
122219,0,3,0,22,2
241504,0,0,0,0,0
217720,0,0,2,9,0
24385,0,0,1,10,0
90302,0,0,0,0,0
33490,1,8,0,0,1
98094,0,0,0,0,0
81673,0,0,0,0,0
81257,1,0,0,0,0
11217,0,0,0,0,0
239674,0,0,1,10,0
73330,0,0,0,0,0
140080,0,2,3,9,0
36287,0,1,5,6,10
122801,0,0,0,0,0
307784,0,0,0,2,0
62854,0,0,0,0,0
275969,0,0,0,0,0
18918,0,0,0,0,0
224631,1,0,0,0,0
7796,0,0,0,0,0
221564,0,0,0,0,0
280240,0,0,0,0,0
148312,0,0,4,9,0
18498,0,0,3,11,0
