train id,test id
183446,12943
183721,254651
184227,137181
185062,179686
185436,223728
186819,297092
187734,111993
188074,61601
188775,302867
189622,234317
190590,111495
190790,242054
191010,225895
191243,296072
191330,50866
192482,299079
192512,242208
193076,257571
193092,174059
193373,258209
193519,118487
193804,172419
194127,80310
194369,26264
194406,183094
195738,79175
196014,191357
196385,72850
198285,192323
198532,146944
198766,247959
199475,115459
199706,250760
201598,56817
201691,20608
202034,228853
202058,208009
202248,192165
202545,182636
202719,32667
202973,266282
203994,285966
204610,87113
205011,101520
205882,79637
206327,116584
206424,29524
207188,287567
207350,184779
207645,50579
208850,261020
209395,153271
210182,30414
210529,222834
210534,226374
210839,134953
210961,78152
211157,169027
213677,54501
214653,220404
214887,37270
214914,200583
216045,282966
216345,246488
216610,131587
218071,294037
218088,307160
218457,111425
218488,182174
219592,244739
220377,290918
221234,26527
221300,198218
222221,14014
222233,55621
222400,55817
222401,184737
222599,113435
223508,180629
223539,271979
223988,127427
224607,281119
225246,249865
225326,246436
225819,254477
227604,33292
227635,143757
228606,197905
229273,44288
229340,295000
229732,90614
229749,172159
230278,11834
230527,171088
231502,122979
231548,133383
231891,86682
233039,183570
233569,119911
233945,194704
234157,22065
234331,246672
234767,211327
234801,137944
235506,294083
235845,202827
236293,296778
236475,85587
236743,65725
236940,211753
237384,239128
237427,168603
238295,173240
238353,304778
238442,116484
239087,231341
239386,200023
239450,49114
239615,277655
240607,25061
240615,95697
240644,258675
241475,218980
241518,251886
241981,189458
242007,81642
242265,304229
242985,293616
243067,267545
243110,59246
243179,155053
243271,122856
243565,150795
244102,192584
244212,217319
244370,53822
244756,188397
245256,237682
245499,45199
245761,306996
246327,50053
248046,252413
248512,144980
249356,175219
249794,54300
249816,185653
250830,249883
250993,30807
251400,225680
251808,177180
251859,182266
252272,98120
253695,7031
253757,146545
254563,146314
254728,217331
255146,82629
256217,124671
256546,184096
256557,245160
257036,7265
257281,231078
257374,290001
259018,53969
259780,292024
260060,205103
260240,12705
260520,160623
260702,73175
260824,260885
260992,86247
261653,64805
261790,79867
263073,67805
263382,293359
263737,251346
264212,93120
264398,22014
265823,41228
266177,264776
267565,90654
268047,108009
268861,142626
268894,199407
269346,279178
269803,195100
269904,175421
270247,232349
270327,299071
270456,169179
270822,169412
271151,162433
271432,9418
271497,100411
271645,230891
271789,271046
272093,86072
273353,274507
273398,164777
273713,80244
273934,184976
274061,62920
274345,161090
274819,283470
275048,54248
275489,180192
275711,223452
276165,70971
277583,287491
277735,305221
277883,103092
278211,197146
279430,290376
280204,110615
280231,213915
280355,55158
280462,136634
280739,87436
281653,238275
282486,129711
282578,150166
282628,7117
282852,194854
283231,171795
283300,114052
283320,195317
283374,20273
283376,250711
283893,255223
283904,260609
283949,271866
284048,72063
284345,259669
284862,225518
284968,49704
285062,294991
285180,71988
285210,270816
285423,285639
285521,290385
285523,101351
285939,81726
286082,237388
286262,87260
286898,264788
287218,198004
287686,26644
288176,233227
288211,103933
288320,107613
288690,168262
289171,90320
291052,211771
291149,271146
291430,256422
292132,303049
292772,9885
292975,159525
293230,83030
293802,11134
297507,274590
298395,215709
298647,87566
298799,122050
299780,117789
300389,304826
300746,193858
301653,300963
301978,241318
301993,160712
302032,112140
302123,77387
302303,67416
302515,257753
302527,32269
302636,298059
302972,125732
303116,259250
303222,110129
303450,213203
303656,62467
303750,57663
304294,11517
304801,64913
305511,191211
305681,204505
306962,147315
307368,18699
307464,131374
307473,162594
307486,133220
307798,22380
308359,78920
308362,234520
308459,173095
308610,237039
308770,164289
309030,67575
271,147721
723,291192
1353,296043
1563,168703
1564,28957
1588,303341
1611,151344
1884,274316
2418,171574
2604,160552
2965,298975
3048,28692
3157,56657
3370,284398
3964,104185
4102,125308
4224,125404
4261,250221
4857,216192
5615,256142
6017,297753
6216,168902
6336,44263
6509,303054
6788,77422
6870,275682
6956,287795
7073,293610
7536,204575
7858,212386
8189,300531
8276,6222
8448,143602
8691,207819
8901,175639
8910,240308
9058,216556
9575,231080
9659,262431
9735,288987
9829,143492
10630,127392
10803,120923
11282,243758
12298,42671
12577,77223
12634,226895
12654,210938
12935,189448
13533,248260
14242,301847
16440,288112
17205,217893
17216,149191
17790,306173
18174,170838
18184,207373
18291,163910
18907,221229
19207,113533
20036,120675
20545,152337
20611,216073
20792,300924
21026,157229
21251,54285
21413,25829
21535,186346
21942,183705
22436,114407
22527,222659
22594,239239
23829,226073
23903,200660
24295,306397
24296,118088
24372,289252
24652,285871
24880,253048
24892,249523
25181,181486
25317,37451
25532,224639
25968,167079
26363,230984
26454,38531
26557,4658
26823,128733
26930,183913
27350,32724
27385,224742
27399,118499
27628,292604
27853,29462
28197,154388
28403,284727
29117,125275
29472,44915
30296,262176
31181,234413
32519,19828
32993,285128
33056,17738
33300,71699
33301,33688
34141,198918
34652,48600
35624,82455
35715,39057
36037,249930
37668,162000
38173,231530
38379,257016
38955,262763
39658,156657
40283,23919
41159,18782
41791,38030
42686,27917
42846,277223
42959,30339
43565,40411
45064,715
45282,293227
45316,129297
45368,204634
45469,44425
45762,102679
45890,29868
46499,250802
46504,209280
47296,127258
47696,118247
47770,224541
47856,155527
47866,283302
48962,144117
49087,69635
49488,251249
49602,207744
49634,278460
50381,105210
50954,109657
51194,161934
51759,275737
52113,200917
54214,56494
54279,206136
54340,40916
54527,93302
55073,122331
55444,185920
56180,13819
56381,10800
57015,132823
57054,245912
57136,155608
57237,113159
57327,269736
57576,202653
57758,204455
57959,69806
58017,178649
58304,26787
58614,175800
58940,273447
59149,196661
59205,127232
59425,156824
59522,65679
59944,164811
60410,301393
60426,149337
60595,248607
60907,5853
61235,123723
62248,251711
62390,198937
62545,107276
62768,227854
63009,250552
63316,243342
63445,123201
63543,257611
64097,262224
64488,151887
64665,213767
64800,281256
65917,119202
66284,105099
67216,279582
67506,139082
68346,58711
69049,174572
69082,206467
69510,15637
69590,70722
69708,22126
70062,43921
71088,1039
72512,30695
72695,289634
72714,261550
72758,63570
72980,248314
73105,133037
73278,144854
73932,45841
74800,260919
75196,102843
75923,229801
76198,174859
77089,207010
77645,251407
78136,78492
78409,140084
78658,79400
78707,34413
78890,238939
79197,1752
79459,280689
80622,246306
80821,286167
81003,152436
82903,88467
83471,219291
84308,196927
84580,191742
85172,108910
85771,216149
86404,262755
87656,216902
88136,37023
88279,237203
88501,102708
88686,134475
88784,40377
89212,186168
89634,275931
89750,215612
89893,111917
89955,141338
90114,275273
90627,207463
91244,254491
91406,260568
91488,187721
92058,128685
92855,259127
92867,246835
93050,305976
93126,300915
93530,157858
94295,33236
94520,252830
94835,39506
95221,43178
96339,154064
96722,115481
97714,306835
98043,91368
98249,61526
98319,148664
99207,86929
99423,93790
100582,196600
100643,122132
100691,57229
101543,162924
101638,139867
101639,108329
101673,473
101773,91243
101922,239022
103034,110436
103515,19388
104065,158871
104520,257647
105243,36289
105244,141949
106248,79386
106520,144302
106527,218555
106982,195622
107591,41438
107617,298784
107667,132083
107883,102930
108814,39437
108932,193920
108988,12940
108998,196256
109109,213264
109156,108963
109182,216338
109396,56444
109577,25075
109882,138341
109930,286747
110213,203384
110536,115377
110876,47945
111555,169096
111579,139743
111988,18443
112076,249879
112872,95519
112998,276375
113784,75833
113893,255008
114176,296877
114425,203758
114473,162570
114487,243680
114864,275832
114929,174872
114945,67595
114970,256219
115247,142519
115734,212721
116213,45343
116481,99838
117010,112521
117152,179139
117575,190247
117639,272751
117732,150816
118282,184024
118972,301498
119553,232656
120112,193114
120182,170382
120509,95213
120677,271237
120736,247623
121399,224567
121699,123077
121825,108369
122084,300979
122098,45516
122101,83232
122195,111173
122534,173390
122928,273281
123861,163308
123900,191339
124045,221902
124389,209781
124672,208855
125233,181148
125671,96683
125741,281755
126016,248480
126177,32932
126255,60452
126836,168662
127309,188143
127786,302094
128001,69832
128019,170379
128121,29084
129987,27188
130353,134579
130798,282814
132024,85019
132328,143603
133177,268536
134297,50752
134319,99175
134659,48115
134841,62274
134848,241076
135458,260200
136038,121032
136652,248602
137291,146587
137725,211288
138381,248938
138553,58788
138572,97729
138960,147786
139066,191782
139151,258985
139843,236479
140437,204871
140628,88945
140670,255976
141408,305156
143086,170089
143173,263238
143251,80050
146654,297281
146932,284901
146956,85887
148104,56768
148444,200623
148445,61852
148566,285572
148991,181915
149000,265389
149114,3634
149185,37101
149728,277351
150341,277869
150546,150946
151016,64908
151395,214193
151493,68740
152013,171887
152028,200436
153080,257114
153178,134823
153388,214650
154145,71137
154314,126881
155179,139664
155291,276217
155948,55568
156437,105869
156455,17509
157062,200822
157342,115732
157745,78411
158226,196378
158954,209893
159045,69954
159134,227322
159164,242047
160207,13845
160313,35270
160474,148031
160643,236084
160962,187326
161114,185486
161812,281770
162334,88604
162336,106666
162421,66670
162608,89655
162624,207381
163151,55072
163385,259939
164755,21051
165150,36114
165689,289095
165694,217762
165802,258700
165902,46732
167031,186102
167741,187178
168442,270527
168751,233446
170037,13726
171152,220546
171587,214794
171819,296657
172266,66481
172911,271441
173060,46999
173167,292262
173333,253635
173640,235957
173807,245047
173970,193476
174147,11569
174777,100946
175097,49789
175162,225621
176955,261711
176980,195861
177836,166093
177857,88422
178788,808
179326,162149
179463,118598
179955,177534
180456,276823
180727,212986
181080,45816
181136,79542
181238,226346
181444,112515
182151,133542
182897,122643
183331,246689
183548,91262
183638,236341
183938,49858
184352,11172
184498,157894
184600,44677
184941,181503
186042,294876
186062,266884
186886,160622
187461,34591
188012,45950
188743,305575
188810,142805
189014,275880
189818,248707
189825,231922
189947,305684
190933,270043
191297,85272
191935,102577
192278,254402
192679,286103
192914,205348
193336,127333
193396,138178
193734,107703
193896,261207
194068,81930
194084,159812
194435,50210
194482,39045
194797,205525
196287,240130
196668,173335
197438,163629
197588,77373
197816,213482
198783,100907
198844,243618
199158,2875
199617,101494
200319,184042
200405,28426
200543,12517
200881,45248
201808,13484
202501,106895
202738,197152
203310,72981
203686,73057
204017,290946
204209,206519
204411,275604
204843,203753
205787,124342
206072,30985
206479,135014
206504,181885
206816,16708
208694,66241
209327,35009
209411,7155
210367,266036
210770,262
211682,160209
211899,132662
211958,131083
212257,216084
212640,42659
212918,247824
213133,64002
213243,83180
213346,235947
213509,209375
213813,56837
214042,71141
214539,23382
214649,275557
215031,231678
215218,249728
215720,259414
215878,15229
217412,270725
217481,57774
217538,232469
217602,7051
218106,267169
218135,16650
219150,66055
219639,206240
220005,94022
220312,271759
220388,144933
220421,292998
220507,132576
220995,105818
221583,141718
222079,187989
222239,100050
222600,268820
222628,267300
222887,271700
223663,96277
224720,66053
225011,233724
225180,122051
225192,286639
225209,81182
225409,190996
225496,160550
225990,304224
226008,155480
226134,171203
226141,78846
226597,158718
226635,203440
226769,203725
226982,125269
227278,282750
227975,115247
228076,103415
228358,107189
229333,70611
229378,141549
229548,223426
230489,195865
231309,149552
232197,49260
232801,134216
232976,179870
233229,68302
233644,199249
234772,192989
235855,261958
236199,182536
236396,138210
236604,4154
236839,3234
237798,218344
237868,148704
238556,59434
238695,35517
240427,229903
240710,209077
241770,138562
241876,60845
241892,51751
242100,43535
242527,295783
242965,105977
243300,173009
243422,267032
244201,232183
244812,297012
244821,41446
245046,9195
246809,174836
247466,78353
247925,170958
248204,35663
248615,26590
248630,52600
248947,161175
249583,93827
249678,131376
249696,22588
249946,218987
251378,13980
252119,83538
252292,128428
252398,142173
252833,239438
252913,1714
253119,92035
253240,165668
253312,145798
253329,24839
253926,128462
255184,133343
255367,236239
255746,29407
255886,24814
256399,242783
256981,188122
257054,94722
257272,62681
257542,117241
257590,236676
257696,19372
257998,64249
258403,229682
258497,175073
258615,226775
259059,76230
260110,208054
260246,252364
260549,53193
261823,301253
262421,140387
263061,135346
263297,192032
264027,112703
264149,150080
264199,44205
264275,134894
264434,149172
265218,186934
265347,6331
265834,81752
265907,212712
266347,306232
266386,252984
267147,75392
267162,150668
267708,100124
267773,273711
267875,46645
268835,194133
269022,260902
269098,221643
269401,60704
269879,81790
270097,240575
270104,215105
270210,58737
270582,57742
270778,264717
270949,299684
271284,71282
272094,283795
272393,246007
272508,106578
272527,114116
273301,150203
274038,33336
274303,291384
274671,4619
274932,238553
274978,12268
275212,34168
275406,265019
275589,296035
275672,175994
275812,286267
277727,277658
279164,62413
279250,227794
279369,196776
279536,69501
279578,244333
279942,249535
280112,2112
280218,229858
280295,286252
280477,301139
280840,300904
281559,231165
281957,173672
282248,279721
282953,152066
283443,245600
283653,248110
284127,95727
284421,152827
284551,188370
284987,50712
285650,279398
286156,132518
286217,173241
286563,259213
286820,103718
287045,281611
287062,208369
287607,111398
287665,60673
287719,108071
287919,257490
288715,145630
288818,58383
289237,27063
289864,73642
289911,19095
290283,289747
290354,163087
290686,29701
291304,148026
291494,287573
291553,16351
292298,196174
292492,33197
293306,231660
293541,290103
293687,128046
293867,234609
294573,99633
294975,65073
296345,8415
296655,249330
297317,134345
297621,195913
297917,196086
298495,190268
298497,205262
298840,63225
299135,40583
299352,241865
299457,1985
299543,100653
299670,135403
299746,151392
299845,22626
300237,238594
300410,192841
300762,265540
300917,157355
301045,148901
301075,163305
301285,79844
301368,189023
302140,157121
302429,145924
302619,201571
302887,6575
303038,169832
303453,90635
303520,31629
304745,35963
305310,242019
305407,189838
305409,122975
305832,181572
305859,302878
306358,178670
306656,169783
306943,195290
307673,202197
307851,165393
307935,140943
308240,101672
308565,257983
348,255254
1004,134454
1229,111969
1253,148070
1508,194003
1697,300397
1864,211659
2648,52631
2947,306865
3078,7551
3286,155542
3635,181700
3875,289351
3899,218799
4818,67731
4887,278438
5603,71214
5621,84848
5977,119210
7333,9947
7738,306465
7746,220849
7970,260791
7990,1605
8286,71559
8456,71226
8613,84405
8643,284296
8793,17962
8841,172841
9240,107042
9642,15344
10772,149626
12116,97960
12573,171510
12631,232398
13619,119594
14200,63151
14211,271634
15628,290183
15689,162445
16140,238272
16954,103675
16994,151419
17148,261574
17337,29189
17379,149207
17733,82012
18010,263577
18030,258509
19522,37974
19905,26060
20503,149085
20515,268967
20946,200580
21593,182433
21649,256921
22674,207678
23012,96081
23336,176877
23694,157369
23945,84163
24059,42767
24270,280596
24377,139297
24926,207154
24962,63615
25007,185182
25876,146143
26458,185956
26560,54199
26858,37421
26898,139487
27995,151434
28035,198757
28134,287307
28928,92281
29050,120478
29455,133924
29722,71496
30306,176265
30307,22045
30352,110315
30701,134218
30740,267500
30890,211174
31356,294340
32068,73995
32850,200101
32974,298041
33783,47634
35783,301636
36082,97707
36412,40111
36737,155061
37074,301606
37126,190858
37450,195586
37821,255977
37882,124202
37951,14826
38131,145973
38369,163701
38602,135266
38718,135642
39016,269645
39180,232884
39372,253362
39918,85130
39935,175919
40009,168161
40153,129904
40201,160118
40263,279729
40739,110843
40771,65580
41153,22402
41797,158758
41921,3020
43322,155464
43846,82914
45034,200239
45179,42698
45219,296965
45426,67187
45817,133188
45960,133327
46429,293743
46550,195263
47256,171748
48646,176757
49129,228178
49546,10182
49684,267668
50161,139805
50328,207614
52123,44887
52432,57981
52536,71065
52960,186265
54058,124962
54148,259448
54569,35209
54684,156047
56046,246355
56141,219926
56346,189929
56372,99152
56679,170429
56714,233013
57132,282009
57195,206403
57441,110482
58356,131457
58636,288833
58716,20864
58732,275668
58854,194535
59280,5906
59505,47812
60084,24406
61071,230685
61115,113332
61388,243839
61797,73549
61968,9204
62115,171597
62580,59342
63125,195151
63314,224243
63360,252217
63699,125553
65028,75352
65269,89964
66256,235550
66659,145212
66757,264046
66893,221885
67543,290574
67774,303256
67888,298670
68676,297559
69309,273109
69321,34725
70364,216901
70539,72112
71467,131245
72257,137187
72521,8486
72978,199268
73037,257833
73187,215483
73323,101120
73357,283971
74155,110742
74312,157851
74334,295823
74572,256661
74826,11088
75148,98337
75546,204557
76423,284197
76758,157715
76869,133959
77039,42628
77648,272649
78143,120388
78188,245130
78217,187785
79986,1224
80591,67821
81162,283618
82411,160558
83046,202251
83716,2091
83811,209760
84109,276387
84243,46542
84320,84870
84907,54607
85108,211702
85128,63823
85668,183385
85694,132536
86462,229918
86570,104808
86571,110064
86923,41989
88732,181439
89222,24838
89571,204746
89815,108454
89872,48814
90560,151255
91103,63919
91567,13392
91816,250364
92501,182612
92870,19090
92992,148122
93145,23541
93223,98643
93532,121916
93781,302383
93849,254661
94137,99439
94405,39499
94531,161255
94995,236072
95144,73396
95189,142461
95605,220096
96340,289436
96813,172243
97076,140530
97091,110285
99502,104573
99791,12950
99923,113970
100016,196695
101568,247401
102171,143550
102490,50996
103013,215739
103017,258965
103071,23769
103441,130774
104263,302003
104801,166707
106123,257836
106381,219293
106641,195155
106680,126449
108241,86781
108554,198506
108711,298021
108890,238691
108991,2348
109020,84862
109102,187916
109221,296352
109738,234074
111549,248285
111737,26805
111856,141428
112025,174488
112042,177424
112791,303905
113635,40910
114861,304406
115150,136306
115457,41685
116004,67185
116822,168862
117291,156205
117446,121011
117473,43826
117545,70962
117596,253584
118272,297493
119057,118174
119715,6236
119986,84540
120109,252737
120395,13429
120564,55204
120626,127966
121155,65669
121342,52895
121879,253539
122526,154261
122530,43548
122685,94988
123200,297409
123351,193259
124080,164405
124165,139346
124177,147935
124241,298777
124542,208941
125005,8098
125302,279621
125355,200844
125578,214478
125725,172734
126161,59180
126168,299289
126506,267375
127721,164062
127943,252829
128116,243801
128512,43596
128849,215659
128992,125416
129153,36845
129206,192956
129687,121702
130067,156535
130384,98363
131094,192621
131109,42084
131321,217377
131401,103083
131921,288457
132168,128675
132795,201453
133528,246307
133823,80285
134100,123405
134136,131377
134246,36888
135149,120574
135886,36967
136254,168987
136292,99107
136500,98212
136592,119656
136611,138222
136728,202170
137094,22447
137738,5940
137838,242080
138165,265050
138169,160185
138892,2749
138893,134743
139025,165496
139249,91794
139551,244424
139925,88197
140178,271194
140503,289983
140548,97107
140704,67738
141003,3611
141422,44525
141445,193349
143624,53801
143698,49927
144032,135210
144332,129550
144334,47676
144649,62939
144836,273576
146467,207385
147103,112549
148063,63495
148109,7396
148138,33361
148231,131315
148589,302427
148595,129415
149237,268719
149275,292592
149323,215130
149791,143245
150636,110205
151404,52805
152002,140196
152026,219678
152732,211573
153964,125598
155290,200722
155317,275930
155603,242269
156301,279391
156383,193866
156672,75408
157704,184330
157713,142341
157838,209313
157879,260915
158641,275890
159719,12159
160364,103253
161140,134869
161544,286341
161638,194852
162011,138558
162380,140133
163039,152301
163061,139490
163185,248013
163304,163008
163772,291764
163969,123650
164559,4399
165282,182120
166622,183077
166791,23968
167113,300644
167191,217025
167266,206372
167389,62884
167854,302855
167964,112386
168355,293281
169070,195727
170816,73937
171779,76577
172020,253493
172504,8270
172521,96592
172716,139639
174136,224369
174300,232710
174803,200868
176681,85749
176746,186913
176777,287599
177700,302948
177884,16390
178869,110681
179285,272612
179445,262489
180135,268331
180301,34771
180406,104370
180544,164784
180570,104948
181060,167173
181496,218997
181954,145529
182361,113663
182810,23551
183095,160196
183155,244514
183804,51429
184299,242917
184626,113053
184838,3850
184947,131232
185023,9961
185131,86967
185253,165457
185884,297892
186044,65696
187634,68634
187639,210284
187684,45955
188054,306399
189322,184259
189750,70970
189752,18640
189943,277575
190049,303472
190446,97347
190454,264994
190555,130252
190811,25119
190976,25086
191754,125906
192190,187925
192492,286161
194269,246174
194479,245420
194831,165180
195720,16879
196343,3711
196549,251361
197141,261546
197565,118903
199204,290198
199390,179656
199440,80479
199540,279773
199574,248082
200274,194115
200435,18514
200601,6192
201255,181434
201341,125569
201739,117892
201755,155034
201872,181621
201925,186564
201945,58528
202129,197406
203783,178161
204782,283493
205699,121354
206016,134091
206276,245362
206293,273861
206369,280231
206876,251695
207250,168660
207882,116215
208020,272763
208588,40201
209147,3892
209576,9777
210098,80779
210341,143220
211028,163408
211054,50054
211106,95965
211268,298655
212585,230983
212604,769
212692,57279
212768,138670
212990,18648
214069,277806
214329,65695
214571,104878
214683,122836
214742,144058
215960,267202
216724,14232
217296,88845
217836,137362
217957,20556
218573,145100
218809,181211
219100,257301
219217,91326
219220,71771
219539,213051
220713,115941
220855,105375
221292,146721
221385,150689
221398,255057
221435,146180
221502,188823
221719,114799
222028,200919
222549,305428
223618,148601
223866,54792
224574,43765
224660,104418
224924,203031
225609,91272
225678,161074
226017,304040
227123,54225
228243,274246
229374,115559
229620,164285
230553,58240
231002,189667
231008,235887
231692,51233
232099,216563
232153,27838
232307,70854
232448,231769
232917,134728
233214,172909
233302,295654
233323,111184
234229,206677
234394,136002
234684,102171
235097,270315
235183,43585
235642,5750
236192,27933
236814,190413
237277,55661
237287,33780
237720,135838
238576,105480
238872,71868
239303,162853
239493,101608
239512,10121
239549,55366
239596,298092
239780,140807
239855,276716
240262,170660
240554,93921
240670,142838
241287,166366
241748,264909
242539,290248
242877,25803
243060,145092
243231,252941
243532,241807
243956,13818
244104,14930
244130,110114
244817,174974
245104,65920
245352,167713
245448,245008
245686,146614
245992,164055
246128,10364
246180,240752
246385,236497
246521,14004
247268,235645
247489,257811
247552,179047
248100,39462
248185,297968
248401,13155
248431,10849
248768,51581
249233,170072
249438,240947
251171,21579
251172,249612
251360,46451
252116,11924
252228,109561
252732,298824
252884,204484
252909,71321
252937,70048
253764,47857
254222,74535
254314,68142
254839,165483
255085,217940
255093,292768
255534,110273
256658,8972
257301,157011
257774,205467
258071,41127
258166,91761
258331,265901
258726,248382
258820,31138
259253,94116
259990,236015
261204,76590
262225,75651
262333,168541
262586,180670
263805,178315
264125,92372
264134,164136
264340,188789
264407,59151
264421,2733
264712,190200
266140,148254
266750,205200
266980,6619
267697,114986
268009,81658
268031,60008
268349,5602
268434,136316
268972,219357
268985,131614
269055,28754
269181,74772
269289,231751
269307,107686
269437,186656
270259,5290
270408,5629
270513,253510
270702,269123
270998,206738
272185,306719
273070,28951
273318,247909
273389,12485
273675,273136
273933,131391
274136,261358
274607,193138
275150,30060
276235,55376
276992,66097
277230,216308
277671,262393
277938,46951
277945,159998
278357,72881
278707,30253
278829,89492
279504,40011
279530,190940
279633,13318
280335,222242
280376,288319
280833,30268
281403,135233
281656,247446
281686,268756
282585,19328
282902,286913
283011,51234
283439,26613
283901,219315
284606,74234
284661,39102
285067,249210
285355,248239
286132,92598
286136,90677
286568,205855
288613,178116
288632,143810
288645,62268
289037,257551
289094,141215
290230,37225
290435,49430
290557,179668
290581,183916
290895,85001
291028,92018
291197,100019
292275,23080
292939,263662
293447,216621
293648,168064
294658,294660
294762,277436
295781,93013
295791,116357
296048,294039
296327,237261
296607,35436
297350,191818
297743,126280
297824,26573
297895,189833
299154,174331
299183,212867
299485,101726
300680,137598
301559,27584
302988,107593
303610,100029
303754,179932
304051,189198
305154,292186
307260,164237
308139,131228
308438,168101
308727,125201
308860,142604
168,290020
222,281752
283,294595
337,216096
606,117940
1187,126474
1249,154478
2055,32842
2096,224355
2383,228471
2585,138867
3285,105794
3622,122895
3977,178865
4179,208135
5373,239042
5888,284553
5917,306907
5936,81099
5962,78318
6101,291236
6228,62840
6342,261652
6881,142011
7095,167788
7728,306663
7794,198010
7876,93684
7935,258218
8174,136919
8414,210188
8774,270878
9355,58413
9379,135402
9935,71833
10540,259466
10788,257484
12240,130488
12712,161679
12730,44654
12780,76514
12794,85760
13369,33629
13391,249186
13448,48431
13904,306791
14276,278768
14474,237369
14827,121645
17040,215866
17674,161951
18078,185013
18202,290084
18709,159164
18732,210855
19138,177491
19758,143235
20672,153655
20791,302135
21527,11055
22115,129661
22123,184071
22387,16923
22808,247142
22831,231201
23050,249685
24013,100421
24015,305774
24294,63750
24308,81167
25611,82899
26481,26838
26890,93911
27317,228961
27606,58873
27744,250824
29076,74734
29786,60725
30062,51697
30139,266643
30182,290243
30871,136090
31037,109888
31450,159338
31859,112761
32532,166989
32627,214159
32774,99151
33850,228368
35499,145382
35528,156015
36074,246230
37284,104443
37700,132698
38916,218602
39049,230450
39471,290571
39744,31955
40151,108709
40206,61032
40244,154759
40681,103442
41316,93763
42087,50465
42975,66908
43642,109702
43756,224692
44328,48572
45241,73338
46834,264426
46850,253960
47072,283768
47311,190705
47762,31715
49103,165559
49287,9190
50185,160653
50217,83133
50867,235391
51290,136571
51682,203747
51876,283975
52895,147900
53622,281987
53964,15396
54398,305503
54650,3318
54792,306057
55513,158196
56000,109063
56485,270262
57413,150439
57689,92406
57769,93385
58571,47340
59623,168233
59672,226413
59798,156573
59834,38509
60092,244611
60313,103166
60350,189547
61860,234757
62040,30939
62544,64866
62975,76357
63296,192381
64672,141453
65707,289174
65796,124184
65879,14336
66001,60418
66212,121622
66509,13073
66527,35357
67454,34652
68717,194129
69611,182271
70173,154327
70354,75168
70360,126507
70487,186129
70865,217090
70962,200591
71454,170782
71753,36575
72812,304556
72821,247385
73094,175981
73816,178128
73883,206008
75063,286145
75162,231475
75309,114204
75764,1180
75835,73291
75896,305416
75962,70208
76294,1291
76378,137131
76389,10104
76677,173032
76793,125982
76865,201055
77238,282427
77253,36392
77884,179315
77915,302886
77999,55786
78141,232420
78580,263786
78714,292899
78986,274328
79994,240306
80592,80618
81435,58656
81616,154616
83179,122370
83760,224519
84263,194189
85216,173976
85859,242829
86928,157835
86987,5083
87030,52468
87203,145573
88039,90696
88492,47139
88670,264944
88858,13397
88878,279522
88886,256947
89340,129121
89369,36490
89444,284548
89559,96689
89569,29347
89579,35269
90376,82490
91196,292724
91573,200409
91767,128232
92155,173189
92300,246456
92699,29175
92760,204348
93011,240728
93045,66210
93069,257652
93158,48511
93237,212676
94030,58538
94422,43793
94625,119827
94840,76283
95381,304426
95429,116060
95434,35793
95598,77179
95765,122698
95767,304458
95942,146836
96073,26193
96362,190878
96877,176773
97003,209186
97654,92400
97732,20973
98119,110973
98333,159125
98565,281402
99337,190154
100283,144970
100336,189781
101163,260658
101913,64013
102971,298222
103351,253854
103832,251813
104769,153115
104854,293523
105702,124375
105746,183900
106097,137483
106176,217245
106289,104192
106361,53345
106371,211482
106642,82266
106950,120991
106972,11018
107166,175607
107186,251556
107325,132875
107880,263290
108213,90671
108894,29011
109281,54148
109400,188921
110400,213205
110790,110014
110919,218206
112320,50918
112772,55071
113113,296462
113891,239798
114398,189940
114525,167866
114635,57627
114662,116106
114779,220528
114836,274172
114989,5556
115037,165274
115775,240995
116505,203557
117016,180713
117947,269479
120633,115835
121331,135277
122166,7542
122231,183239
122318,64678
122516,62811
122771,97965
123075,49230
123086,265288
123282,101426
123431,159150
124310,50793
124406,64120
125207,194337
125305,60284
125643,135904
125729,226501
126181,212464
126576,283848
127020,11841
127522,238647
127531,55821
127582,282727
127989,141777
128055,75350
129209,28775
130127,293745
131098,295143
131610,22181
131616,202513
132183,34812
132523,20092
132715,223306
133093,220130
133944,249771
134010,127432
134206,119284
134636,236048
135070,70594
135094,112755
135156,74691
135338,298398
135513,52897
135800,35450
136078,241942
136131,132339
136416,191517
136840,1340
137004,129154
137129,137182
137142,49905
137377,96535
138514,246909
139087,242014
139130,213002
139838,4381
140059,179762
140090,203045
140555,305802
140646,224270
141059,224800
141326,259745
141388,152287
142382,93905
142580,114834
143006,170708
143059,11490
143669,174244
143675,240544
143722,56971
144462,114394
144562,90984
144636,14773
144714,3034
145612,105369
145691,93361
146307,161907
146497,105458
146850,289455
147429,257079
147854,107847
147976,180000
148539,306445
148875,156497
148887,35667
149118,252344
149603,113337
150584,32845
150652,243003
150999,302601
151266,156297
151273,198517
151433,90729
151547,153415
151806,86406
151863,9604
152828,209604
154342,21424
154677,208325
154698,27822
155242,255380
155364,271018
155449,133863
155977,24199
156380,39064
156467,204368
156768,133691
156877,261024
157101,283553
157379,284601
157787,216405
158236,44407
158262,143746
158283,110920
158357,91245
158628,108871
158877,180564
159614,132588
160664,35552
160866,127770
161034,115990
161688,124104
161941,40996
161999,71434
162044,210550
162244,175997
162444,268891
163028,159806
